# Time (s), Freestream Velocity Z (m/s), Az (m/s²)
3.515805,-266.466427,30.186874
3.520000,-266.590978,29.190805
3.524195,-266.711350,28.194550
3.528390,-266.827542,27.198330
3.530000,-266.871012,26.816115
3.531610,-266.913868,26.433906
3.533219,-266.956108,26.051730
3.540000,-267.127300,24.441130
3.546781,-267.287570,22.830674
3.550000,-267.359836,22.066083
3.553219,-267.429640,21.301381
3.556438,-267.496982,20.536724
3.560000,-267.568620,19.690773
3.563562,-267.637245,18.844916
3.567123,-267.702857,17.998849
3.570000,-267.753652,17.315532
3.572877,-267.802481,16.632259
3.575753,-267.849345,15.949030
3.580000,-267.914932,14.940518
3.584247,-267.976236,13.931904
3.588493,-268.033257,12.923406
3.590000,-268.052462,12.565567
3.591507,-268.071127,12.207744
3.593014,-268.089253,11.849934
3.594521,-268.106823,11.464466
3.600000,-268.167905,10.831071
3.605479,-268.225517,10.197748
3.610000,-268.270437,9.675273
3.614521,-268.312994,9.152843
3.619041,-268.353191,8.630469
3.620000,-268.361411,8.519686
3.620959,-268.369525,8.408908
3.621917,-268.377533,8.298131
3.622876,-268.385435,8.187360
3.630000,-268.440831,7.364280
3.637124,-268.490363,6.541405
3.640000,-268.508698,6.209278
3.642876,-268.526078,5.877219
3.645752,-268.542503,5.545080
3.650000,-268.565018,5.054527
3.654248,-268.585448,4.564054
3.658496,-268.603795,4.073661
3.660000,-268.609790,3.900102
3.661504,-268.615524,3.726554
3.663007,-268.620997,3.553016
3.664511,-268.626209,3.379487
3.670000,-268.643021,2.746097
3.675489,-268.656356,2.112752
3.680000,-268.664713,1.592363
3.684511,-268.670723,1.072072
3.689022,-268.674385,0.551880
3.690000,-268.674870,0.439112
3.690978,-268.675244,0.326350
3.691956,-268.675508,0.213621
3.692934,-268.675662,0.100850
3.700000,-268.673497,-0.713757
3.707066,-268.665576,-1.528103
3.710000,-268.660597,-1.866168
3.712934,-268.654626,-2.204188
3.715868,-268.647663,-2.542163
3.720000,-268.636175,-3.018075
3.724132,-268.622722,-3.493924
3.728264,-268.607302,-3.969678
3.730000,-268.600237,-4.169538
3.731736,-268.592825,-4.369381
3.733472,-268.585066,-4.569207
3.735208,-268.576960,-4.769017
3.740000,-268.552786,-5.320441
3.744792,-268.525971,-5.871741
3.749584,-268.496514,-6.422931
3.750000,-268.493830,-6.470813
3.750416,-268.491126,-6.518695
3.750833,-268.488402,-6.566576
3.751249,-268.485658,-6.614455
3.755412,-268.457124,-7.093194
3.759576,-268.426596,-7.571825
3.760000,-268.423372,-7.620614
3.760424,-268.420127,-7.669403
3.760849,-268.416862,-7.718190
3.765093,-268.383601,-7.954945
3.769337,-268.349479,-8.124083
3.770000,-268.344088,-8.150485
3.770663,-268.338678,-8.176886
3.771325,-268.333252,-8.203285
3.777951,-268.278022,-8.467235
3.780000,-268.260591,-8.548832
3.782049,-268.242992,-8.630421
3.784098,-268.225227,-8.711997
3.790000,-268.173112,-8.946972
3.795902,-268.119610,-9.181873
3.800000,-268.081652,-9.344906
3.804098,-268.043026,-9.507903
3.808195,-268.003732,-9.670865
3.810000,-267.986215,-9.742626
3.811805,-267.968567,-9.814380
3.813609,-267.950790,-9.886128
3.815414,-267.932884,-9.957868
3.820000,-267.886801,-10.140133
3.824586,-267.839881,-10.322345
3.829172,-267.792127,-10.504518
3.830000,-267.783413,-10.537416
3.830828,-267.774671,-10.570312
3.831657,-267.765903,-10.603207
3.832485,-267.757107,-10.636100
3.840000,-267.676053,-10.934485
3.847515,-267.592757,-11.232747
3.850000,-267.564724,-11.331335
3.852485,-267.536445,-11.429911
3.854970,-267.507922,-11.528473
3.857454,-267.479153,-11.627021
3.860000,-267.449427,-11.727968
3.862546,-267.419444,-11.828900
3.865091,-267.389204,-11.929809
3.867637,-267.358706,-12.030708
3.870000,-267.330165,-12.124363
3.872363,-267.301402,-12.218005
3.874726,-267.272419,-12.311635
3.877090,-267.243213,-12.405253
3.879453,-267.213787,-12.498857
3.880000,-267.206940,-12.520534
3.880547,-267.200082,-12.542209
3.881095,-267.193212,-12.563885
3.881642,-267.186330,-12.585559
3.882189,-267.179436,-12.607233
3.887662,-267.109844,-12.823933
3.890000,-267.079755,-12.916481
3.892338,-267.049450,-13.009016
3.894676,-267.018928,-13.101539
3.897014,-266.988190,-13.194050
3.900000,-266.948612,-13.312205
3.902986,-266.908680,-13.430339
3.905973,-266.868396,-13.548446
3.908959,-266.827759,-13.666535
3.910000,-266.813512,-13.707688
3.911041,-266.799222,-13.748839
3.912082,-266.784890,-13.789987
3.913123,-266.770515,-13.831133
3.920000,-266.674459,-14.102932
3.926877,-266.576533,-14.374617
3.930000,-266.531494,-14.467199
3.933123,-266.486234,-14.513764
3.936245,-266.440840,-14.560320
3.939368,-266.395301,-14.606870
3.940000,-266.386065,-14.616291
3.940632,-266.376823,-14.625713
3.941264,-266.367575,-14.635134
3.947585,-266.274768,-14.729327
3.950000,-266.239157,-14.765302
3.952415,-266.203458,-14.801272
3.954830,-266.167673,-14.837238
3.957244,-266.131801,-14.873199
3.960000,-266.090759,-14.914230
3.962756,-266.049603,-14.955254
3.965511,-266.008335,-14.996273
3.968267,-265.966954,-15.037285
3.970000,-265.940872,-15.063074
3.971733,-265.914746,-15.088859
3.973466,-265.888575,-15.114641
3.975199,-265.862360,-15.140422
3.980000,-265.789498,-15.211833
3.984801,-265.716293,-15.283224
3.989602,-265.642745,-15.354595
3.990000,-265.636636,-15.360508
3.990398,-265.630524,-15.366421
3.990796,-265.624410,-15.372333
3.991193,-265.618294,-15.378246
3.995171,-265.557000,-15.437361
3.999150,-265.495472,-15.496458
4.000000,-265.482288,-15.509091
4.000850,-265.464011,-29.863418
4.001701,-265.437593,-29.872035
4.002551,-265.412185,-29.880828
4.010000,-265.189326,-29.957824
4.017449,-264.965894,-30.034789
4.020000,-264.889231,-30.061145
4.022551,-264.812501,-30.087498
4.025103,-264.735704,-30.113847
4.030000,-264.588103,-30.164415
4.034897,-264.440255,-30.214972
4.039795,-264.292160,-30.265518
4.040000,-264.285943,-30.267637
4.040205,-264.279726,-30.269757
4.040411,-264.273508,-30.271877
4.040616,-264.267290,-30.273996
4.042670,-264.205085,-30.295192
4.044724,-264.142837,-30.316386
4.046778,-264.080545,-30.337579
4.048832,-264.018209,-30.358769
4.050000,-263.982751,-30.370816
4.051168,-263.947278,-30.382862
4.052336,-263.911791,-30.394907
4.053503,-263.876290,-30.406952
4.060000,-263.678527,-30.473932
4.066497,-263.480329,-30.540872
4.070000,-263.373272,-30.576956
4.073503,-263.266090,-30.613034
4.077007,-263.158780,-30.649108
4.080000,-263.066988,-30.679924
4.082993,-262.975103,-30.710736
4.085987,-262.883126,-30.741544
4.088980,-262.791057,-30.772349
4.090000,-262.759674,-30.782841
4.091020,-262.728281,-30.793332
4.092039,-262.696876,-30.803822
4.093059,-262.665461,-30.814312
4.100000,-262.451452,-30.850919
4.106941,-262.237326,-30.848056
4.110000,-262.142963,-30.846816
4.113059,-262.048605,-30.845589
4.116118,-261.954250,-30.844377
4.120000,-261.834515,-30.842860
4.123882,-261.714786,-30.841365
4.127764,-261.595063,-30.839893
4.130000,-261.526106,-30.839053
4.132236,-261.457151,-30.838220
4.134472,-261.388197,-30.837395
4.136708,-261.319246,-30.836577
4.140000,-261.217734,-30.835388
4.143292,-261.116225,-30.834215
4.146584,-261.014720,-30.833059
4.149876,-260.913219,-30.831917
4.150000,-260.909397,-30.831874
4.150124,-260.905576,-30.831831
4.150248,-260.901754,-30.831789
4.151488,-260.863535,-30.831363
4.152727,-260.825316,-30.830939
4.153967,-260.787099,-30.830517
4.160000,-260.601096,-30.828500
4.166033,-260.415105,-30.826539
4.170000,-260.292827,-30.825282
4.173967,-260.170554,-30.824042
4.177933,-260.048286,-30.822826
4.180000,-259.984590,-30.822202
4.182067,-259.920895,-30.821585
4.184133,-259.857201,-30.820973
4.186200,-259.793509,-30.820368
4.190000,-259.676382,-30.819272
4.193800,-259.559260,-30.818195
4.197601,-259.442142,-30.817136
4.200000,-259.368204,-30.816478
4.202399,-259.294267,-30.815829
4.204799,-259.220331,-30.815188
4.207198,-259.146397,-30.814555
4.210000,-259.060052,-30.813827
4.212802,-258.973709,-30.813110
4.215604,-258.887368,-30.812397
4.218406,-258.801029,-30.811696
4.220000,-258.751927,-30.811301
4.221594,-258.702825,-30.810911
4.223187,-258.653724,-30.810524
4.230000,-258.443826,-30.808909
4.236813,-258.233939,-30.807357
4.240000,-258.135748,-30.806653
4.243187,-258.037560,-30.805962
4.246375,-257.939373,-30.805285
4.249562,-257.841189,-30.804621
4.250000,-257.827692,-30.804531
4.250438,-257.814196,-30.804441
4.250876,-257.800700,-30.804351
4.251314,-257.787203,-30.804261
4.255696,-257.652242,-30.803380
4.260000,-257.519657,-30.802537
4.264304,-257.387072,-30.804103
4.268609,-257.254524,-30.780215
4.270000,-257.211702,-30.772501
4.271391,-257.168889,-30.764791
4.272783,-257.126087,-30.757086
4.274174,-257.083296,-30.749384
4.280000,-256.904253,-30.717183
4.285826,-256.725398,-30.685050
4.290000,-256.597357,-30.662067
4.294174,-256.469413,-30.639118
4.298349,-256.341564,-30.616201
4.300000,-256.291011,-30.607143
4.301651,-256.240474,-30.598091
4.303303,-256.189951,-30.589044
4.304954,-256.139444,-30.580002
4.310000,-255.985214,-30.552404
4.315046,-255.831123,-30.524852
4.320000,-255.679963,-30.497842
4.324954,-255.528936,-30.470873
4.329908,-255.378043,-30.443945
4.330000,-255.375256,-30.443447
4.330092,-255.372470,-30.442950
4.330183,-255.369684,-30.442453
4.330275,-255.366898,-30.441956
4.331190,-255.339038,-30.436986
4.332105,-255.311183,-30.432018
4.333020,-255.283333,-30.427051
4.333936,-255.255487,-30.422085
4.340000,-255.071093,-30.389213
4.346064,-254.886898,-30.356397
4.350000,-254.767472,-30.335130
4.353936,-254.648129,-30.313885
4.357871,-254.528869,-30.292662
4.360000,-254.464390,-30.281190
4.362129,-254.399936,-30.269724
4.364258,-254.335505,-30.258264
4.366387,-254.271100,-30.246810
4.368516,-254.206718,-30.235361
4.370000,-254.161847,-30.227383
4.371484,-254.116988,-30.219408
4.372969,-254.072141,-30.211435
4.374453,-254.027305,-30.203465
4.375937,-253.982482,-30.195497
4.380000,-253.859842,-30.173701
4.384063,-253.737291,-30.151924
